OPR Job Code,OPR Job Title,OPR Job Rating,OPR Field Code,OPR Field Title,OPR Field Rating,Soc Code,ONET SOC 2018 Title,ONET SOC 2010 Code,ONET SOC 2010 Title,Census Code 1980,Census Title 1980,GSS Ratings 1989,Census Code 2010,Census Titles 2010,GSS Ratings 2012
1786,Slaughterer and/or Meat Packer,21.57,1700,MfgProduction,46.26,51-3023,Slaughterers and Meat Packers,51-3023.00,Slaughterers and Meat Packers,686,Butchers and Meat Cutters,34.66,NA,NA,NA
1787,Solderer and/or Brazer,39.17,1700,MfgProduction,46.26,51-4121,"Welders, Cutters, Solderers, and Brazers",51-4121.07,Solderers and Brazers,784,Solderers and Blazers,33.09,NA,NA,NA
1788,Stationary Engineer and/or Boiler Operator,47.76,1700,MfgProduction,46.26,51-8021,Stationary Engineers and Boiler Operators,51-8021.00,Stationary Engineers and Boiler Operators,696,Stationary Engineers,40.16,8610,Stationary engineers and boiler operators,4.8
1789,Stone Cutter and/or Carver,42.88,1700,MfgProduction,46.26,47-2022,Stonemasons,47-2022.00,Stonemasons,715,"Miscellaneous Metal, Plastic, Stone, and Glass Working M…",29.17,NA,NA,NA
1789,Stone Cutter and/or Carver,42.88,1700,MfgProduction,46.26,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",51-9195.03,"Stone Cutters and Carvers, Manufacturing",715,"Miscellaneous Metal, Plastic, Stone, and Glass Working M…",29.17,NA,NA,NA
1790,Structural Metal Fabricator and Fitter,44.8,1700,MfgProduction,46.26,51-2041,Structural Metal Fabricators and Fitters,51-2041.00,Structural Metal Fabricators and Fitters,597,Structural Metal Workers,42.96,7740,Structural metal fabricators and fitters,3.8
1791,Supervisor/Manager of Production Workers,54.73,1700,MfgProduction,46.26,51-1011,First-Line Supervisors of Production and Operating Worke…,51-1011.00,First-Line Supervisors of Production and Operating Worke…,633,"Supervisors, Production Occupations",47.07,7700,First-line supervisors of production and operating workers,5
1792,"Tailor, Dressmaker, and/or Custom Sewer",45.15,1700,MfgProduction,46.26,51-6051,"Sewers, Hand",51-6051.00,"Sewers, Hand",667,Tailors,42.48,NA,NA,NA
1792,"Tailor, Dressmaker, and/or Custom Sewer",45.15,1700,MfgProduction,46.26,51-6052,"Tailors, Dressmakers, and Custom Sewers",51-6052.00,"Tailors, Dressmakers, and Custom Sewers",667,Tailors,42.48,8350,"Tailors, dressmakers, and sewers",4.4
1793,Team Assembler,40.45,1700,MfgProduction,46.26,51-2092,Team Assemblers,51-2092.00,Team Assemblers,785,Assemblers,35.28,NA,NA,NA
1794,"Textile Machine Setter, Operator and/or Tender",34.99,1700,MfgProduction,46.26,51-6061,Textile Bleaching and Dyeing Machine Operators and Tende…,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tende…,749,Miscellaneous Textile Machine Operators,33.29,8360,Textile bleaching and dyeing machine operators and tenders,2.9
1794,"Textile Machine Setter, Operator and/or Tender",34.99,1700,MfgProduction,46.26,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",749,Miscellaneous Textile Machine Operators,33.29,8400,"Textile cutting machine setters, operators, and tenders",3.3
1794,"Textile Machine Setter, Operator and/or Tender",34.99,1700,MfgProduction,46.26,51-6063,"Textile Knitting and Weaving Machine Setters, Operators,…",51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators,…",749,Miscellaneous Textile Machine Operators,33.29,8410,"Textile knitting and weaving machine setters, operators, and tenders",3.4
1794,"Textile Machine Setter, Operator and/or Tender",34.99,1700,MfgProduction,46.26,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Sette…",51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Sette…",749,Miscellaneous Textile Machine Operators,33.29,8420,"Textile winding, twisting, and drawing out machine setters, operators, and tenders",3
1795,"Timing Device Assembler, Adjuster, and/or Calibrator",48.4,1700,MfgProduction,46.26,51-2061,Timing Device Assemblers and Adjusters,51-2093.00,Timing Device Assemblers and Adjusters,693,Adjusters and Calibrators,39.64,NA,NA,NA
1796,Tire Builder,29.93,1700,MfgProduction,46.26,51-9197,Tire Builders,51-9197.00,Tire Builders,795,Miscellaneous Hand Working Occupations,32.36,8940,Tire builders,3.15
1797,Tool and Die Maker,44.27,1700,MfgProduction,46.26,51-4111,Tool and Die Makers,51-4111.00,Tool and Die Makers,634,"Tool and Die Makers, Except Apprentices",42.93,8130,Tool and die makers,4.1
1798,"Tool Grinder, Filer, and/or Sharpener",37.52,1700,MfgProduction,46.26,51-4194,"Tool Grinders, Filers, and Sharpeners",51-4194.00,"Tool Grinders, Filers, and Sharpeners",644,"Precision Grinders, Fitters, and Tool Sharpeners",25.87,8210,"Tool grinders, filers, and sharpeners",3.35
1799,Upholsterer,39.64,1700,MfgProduction,46.26,51-6093,Upholsterers,51-6093.00,Upholsterers,668,Upholsterers,34.75,8450,Upholsterers,3.8
1801,Water and Liquid Waste Treatment Plant and/or System Operator,46.76,1800,MfgProduction,46.26,51-8031,Water and Wastewater Treatment Plant and System Operator…,51-8031.00,Water and Wastewater Treatment Plant and System Operator…,694,Water and Sewage Treatment Plant Operators,38.49,8620,Water and wastewater treatment plant and system operators,4.2
1802,"Welder, Cutter, Solderer, and/or Brazer",42.29,1800,MfgProduction,46.26,51-4121,"Welders, Cutters, Solderers, and Brazers",51-4121.00,"Welders, Cutters, Solderers, and Brazers",783,Welders and Cutters,41.89,8140,"Welding, soldering, and brazing workers",4.05
1802,"Welder, Cutter, Solderer, and/or Brazer",42.29,1800,MfgProduction,46.26,51-4121,"Welders, Cutters, Solderers, and Brazers",51-4121.06,"Welders, Cutters, and Welder Fitters",783,Welders and Cutters,41.89,NA,NA,NA
1803,"Welding, Soldering, and Brazing Machine Setter, Operator, and/or Tender",42.48,1800,MfgProduction,46.26,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operato…",51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operato…",784,Solderers and Blazers,33.09,NA,NA,NA
1804,Woodworker,44.71,1800,MfgProduction,46.26,51-7031,"Model Makers, Wood",51-7031.00,"Model Makers, Wood",659,Miscellaneous Precision Woodworkers,36.31,8520,"Model makers and patternmakers, wood",4.1
1804,Woodworker,44.71,1800,MfgProduction,46.26,51-7032,"Patternmakers, Wood",51-7032.00,"Patternmakers, Wood",659,Miscellaneous Precision Woodworkers,36.31,NA,NA,NA
1804,Woodworker,44.71,1800,MfgProduction,46.26,51-7099,"Woodworkers, All Other",51-7099.00,"Woodworkers, All Other",659,Miscellaneous Precision Woodworkers,36.31,8550,"Woodworkers, all other",3.9
1805,"Woodworking Machine Setter, Operator, and/or Tender",40.7,1800,MfgProduction,46.26,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Exc…",51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Exc…",733,Miscellaneous Woodworking Machine Operators,22.18,8540,"Woodworking machine setters, operators, and tenders, except sawing",3.7
1806,Other - Assembler and/or Fabricator,37.37,1800,MfgProduction,46.26,51-2099,"Assemblers and Fabricators, All Other",51-2099.00,"Assemblers and Fabricators, All Other",785,Assemblers,35.28,NA,NA,NA
1807,"Other - Machine Tool Setter, Operator, and/or Tender",40.55,1800,MfgProduction,46.26,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operat…",51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operat…",779,"Machine Operators, Not Specified",32.84,NA,NA,NA
1808,Other - Metal and/or Plastic Worker,37.29,1800,MfgProduction,46.26,51-4199,"Metal Workers and Plastic Workers, All Other",51-4199.00,"Metal Workers and Plastic Workers, All Other",655,Miscellaneous Precision Metal Workers,35.71,8220,"Metal workers and plastic workers, all other",4.5
1809,Other - Plant and System Operator,49.11,1800,MfgProduction,46.26,51-8099,"Plant and System Operators, All Other",51-8099.00,"Plant and System Operators, All Other",699,Miscellaneous Plant and System Operators,42.89,NA,NA,NA
1810,Other - Production Worker,34.89,1800,MfgProduction,46.26,51-9161,Computer Numerically Controlled Tool Operators,51-9199.00,"Production Workers, All Other",684,"Miscellaneous Precision Workers, n.e.c.",30,8965,"Production workers, all other",3.9
1810,Other - Production Worker,34.89,1800,MfgProduction,46.26,51-9162,Computer Numerically Controlled Tool Programmers,51-9199.00,"Production Workers, All Other",684,"Miscellaneous Precision Workers, n.e.c.",30,8965,NA,NA
1810,Other - Production Worker,34.89,1800,MfgProduction,46.26,51-9199,"Production Workers, All Other",51-9199.00,"Production Workers, All Other",684,"Miscellaneous Precision Workers, n.e.c.",30,8965,NA,NA
1811,"Other - Textile, Apparel, and/or Furnishings Worker",35.49,1800,MfgProduction,46.26,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",674,Miscellaneous Precision Apparel and Fabric Workers,34.05,8460,"Textile, apparel, and furnishings workers, all other",3.7
1901,Air Crew Member,67.35,1900,Military,67.76,55-3011,Air Crew Members,55-3011.00,Air Crew Members,NA,NA,NA,NA,NA,NA
1902,Air Crew Officer,70.14,1900,Military,67.76,55-1011,Air Crew Officers,55-1011.00,Air Crew Officers,NA,NA,NA,9800,NA,NA
1903,Aircraft Launch and Recovery Officer,71.34,1900,Military,67.76,55-3012,Aircraft Launch and Recovery Specialists,55-3012.00,Aircraft Launch and Recovery Specialists,NA,NA,NA,NA,NA,NA
1904,Aircraft Launch and Recovery Specialist,71.68,1900,Military,67.76,55-1012,Aircraft Launch and Recovery Officers,55-1012.00,Aircraft Launch and Recovery Officers,NA,NA,NA,NA,NA,NA
1905,Armored Assault Vehicle Crew Member,55.39,1900,Military,67.76,55-3013,Armored Assault Vehicle Crew Members,55-3013.00,Armored Assault Vehicle Crew Members,NA,NA,NA,NA,NA,NA
1906,Armored Assault Vehicle Officer,65.45,1900,Military,67.76,55-1013,Armored Assault Vehicle Officers,55-1013.00,Armored Assault Vehicle Officers,NA,NA,NA,NA,NA,NA
1907,Artillery and Missile Crew Member,61.25,1900,Military,67.76,55-3014,Artillery and Missile Crew Members,55-3014.00,Artillery and Missile Crew Members,NA,NA,NA,NA,NA,NA
1908,Artillery and Missile Officer,70.22,1900,Military,67.76,55-1014,Artillery and Missile Officers,55-1014.00,Artillery and Missile Officers,NA,NA,NA,NA,NA,NA
1909,Command and Control Center Officer,71.63,1900,Military,67.76,55-1015,Command and Control Center Officers,55-1015.00,Command and Control Center Officers,NA,NA,NA,NA,NA,NA
1910,Command and Control Center Specialist,71.45,1900,Military,67.76,55-3015,Command and Control Center Specialists,55-3015.00,Command and Control Center Specialists,NA,NA,NA,NA,NA,NA
1911,Infantry,60.24,1900,Military,67.76,55-3016,Infantry,55-3016.00,Infantry,NA,NA,NA,NA,NA,NA
1912,Infantry Officer,58.71,1900,Military,67.76,55-1016,Infantry Officers,55-1016.00,Infantry Officers,NA,NA,NA,NA,NA,NA
1913,Radar and/or Sonar Technician,64.16,1900,Military,67.76,17-3029,"Engineering Technologists and Technicians, Except Drafte…",55-3017.00,Radar and Sonar Technicians,NA,NA,NA,NA,NA,NA
1914,Special Force,75.91,1900,Military,67.76,55-3018,Special Forces,55-3018.00,Special Forces,NA,NA,NA,NA,NA,NA
1915,Special Forces Officer,78.94,1900,Military,67.76,55-1017,Special Forces Officers,55-1017.00,Special Forces Officers,NA,NA,NA,NA,NA,NA
1916,Supervisor/Manager of Air Crew Members,61.78,1900,Military,67.76,55-2011,First-Line Supervisors of Air Crew Members,55-2011.00,First-Line Supervisors of Air Crew Members,NA,NA,NA,9810,First-line enlisted military supervisors,5.9
1917,Supervisor/Manager of All Other Tactical Operations Specialists,66.43,1900,Military,67.76,55-2013,First-Line Supervisors of All Other Tactical Operations …,55-2013.00,First-Line Supervisors of All Other Tactical Operations …,NA,NA,NA,NA,NA,NA
1918,Supervisor/Manager of Weapons Specialists/Crew Members,59.96,1900,Military,67.76,55-2012,First-Line Supervisors of Weapons Specialists/Crew Membe…,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Membe…,NA,NA,NA,NA,NA,NA
1919,Other - Military Enlisted Special and Tactical Operations Crew Member and/or Specialist,64.15,1900,Military,67.76,55-3019,Military Enlisted Tactical Operations and Air/Weapons Sp…,55-3019.00,Military Enlisted Tactical Operations and Air/Weapons Sp…,NA,NA,NA,9820,Military enlisted tactical operations and air/weapons specialists and crew members,4.77
1920,Other - Military Officer Special and Tactical Operations Leader/Manager,71.17,1900,Military,67.76,55-1019,Military Officer Special and Tactical Operations Leaders…,55-1019.00,Military Officer Special and Tactical Operations Leaders…,NA,NA,NA,NA,Military officer special and tactical operations leaders,6.7
2001,Bill and/or Account Collector,28.94,2000,OfficeAdminSupport,41.63,43-3011,Bill and Account Collectors,43-3011.00,Bill and Account Collectors,378,Bill and Account Collectors,24.3,5100,Bill and account collectors,3
2002,Billing Clerk,38.34,2000,OfficeAdminSupport,41.63,43-3021,Billing and Posting Clerks,43-3021.00,Billing and Posting Clerks,339,Billing Clerks,30.89,5110,Billing and posting clerks,4.25
2003,"Billing, Cost, and/or Rate Clerk",37.97,2000,OfficeAdminSupport,41.63,43-3021,Billing and Posting Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",343,Cost and Rate Clerks,27.9,NA,NA,NA
2004,"Billing, Posting, and/or Calculating Machine Operator",38.61,2000,OfficeAdminSupport,41.63,NA,NA,NA,NA,344,"Billing, Posting, and Calculating Machine Operators",34.83,NA,NA,NA
2005,Bioinformatics Technician,72.31,2000,OfficeAdminSupport,41.63,43-9111,Statistical Assistants,43-9111.01,Bioinformatics Technicians,223,Biological Technicians,32.35,NA,NA,NA
2006,"Bookkeeping, Accounting, and Auditing Clerks",51.98,2000,OfficeAdminSupport,41.63,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",337,"Bookkeepers, Accounting and Auditing Clerks",46.64,5120,"Bookkeeping, accounting, and auditing clerks",4.6
2007,Brokerage Clerk,52.76,2000,OfficeAdminSupport,41.63,43-4011,Brokerage Clerks,43-4011.00,Brokerage Clerks,389,"Administrative Support Occupations, n.e.c.",33.03,5200,Brokerage clerks,4.8
2008,Cargo and/or Freight Agent,42.54,2000,OfficeAdminSupport,41.63,43-5011,Cargo and Freight Agents,43-5011.00,Cargo and Freight Agents,364,"Traffic, Shipping and Receiving Clerks",32.71,5500,Cargo and freight agents,4.1
2009,"Clerk - (Brokerage, Court, Municipal, and/or License)",45.86,2000,OfficeAdminSupport,41.63,43-3099,"Financial Clerks, All Other",43-3099.00,"Financial Clerks, All Other",389,"Administrative Support Occupations, n.e.c.",33.03,5165,"Financial clerks, all other",3.9
2010,Communications Equipment Operator,47.84,2000,OfficeAdminSupport,41.63,43-2099,"Communications Equipment Operators, All Other",43-2099.00,"Communications Equipment Operators, All Other",353,"Communications Equipment Operators, n.e.c.",33.08,5030,"Communications equipment operators, all other",3.5
2011,Computer Operator,57.3,2000,OfficeAdminSupport,41.63,15-1299,"Computer Occupations, All Other",43-9011.00,Computer Operators,308,Computer Operators,50.32,5800,Computer operators,4.8
2012,Correspondence Clerk,37.62,2000,OfficeAdminSupport,41.63,43-4021,Correspondence Clerks,43-4021.00,Correspondence Clerks,326,Correspondence Clerks,34.86,5210,Correspondence clerks,3.7
2013,Courier and/or Messenger,31.74,2000,OfficeAdminSupport,41.63,43-5021,Couriers and Messengers,43-5021.00,Couriers and Messengers,357,Messengers,22.3,5510,Couriers and messengers,3.3
2014,Court Clerk,49.53,2000,OfficeAdminSupport,41.63,43-4031,"Court, Municipal, and License Clerks",43-4031.00,"Court, Municipal, and License Clerks",389,"Administrative Support Occupations, n.e.c.",33.03,5220,"Court, municipal, and license clerks",5
2015,"Court, Municipal, and/or License Clerk",49.44,2000,OfficeAdminSupport,41.63,43-4031,"Court, Municipal, and License Clerks",43-4031.01,Court Clerks,389,"Administrative Support Occupations, n.e.c.",33.03,NA,NA,NA
2016,"Credit Authorizer, Checker, and/or Clerk",39.04,2000,OfficeAdminSupport,41.63,43-4041,"Credit Authorizers, Checkers, and Clerks",43-4041.00,"Credit Authorizers, Checkers, and Clerks",376,"Investigators and Adjusters, Except Insurance",40.36,5230,"Credit authorizers, checkers, and clerks",3.4
2016,"Credit Authorizer, Checker, and/or Clerk",39.04,2000,OfficeAdminSupport,41.63,43-4041,"Credit Authorizers, Checkers, and Clerks",43-4041.01,Credit Authorizers,376,"Investigators and Adjusters, Except Insurance",40.36,NA,NA,NA
2016,"Credit Authorizer, Checker, and/or Clerk",39.04,2000,OfficeAdminSupport,41.63,43-4041,"Credit Authorizers, Checkers, and Clerks",43-4041.02,Credit Checkers,376,"Investigators and Adjusters, Except Insurance",40.36,NA,NA,NA
2017,Customer Service Representative,35.01,2000,OfficeAdminSupport,41.63,43-4051,Customer Service Representatives,43-4051.00,Customer Service Representatives,376,"Investigators and Adjusters, Except Insurance",40.36,5240,Customer service representatives,3.53
2018,Data Entry Keyer,37.27,2000,OfficeAdminSupport,41.63,43-9021,Data Entry Keyers,43-9021.00,Data Entry Keyers,385,Data-Entry Keyers,41.18,5810,Data entry keyers,4
2019,Desktop Publisher,55.8,2000,OfficeAdminSupport,41.63,43-9031,Desktop Publishers,43-9031.00,Desktop Publishers,308,Computer Operators,50.32,5830,Desktop publishers,4.8
2020,Dispatcher - Other,53.5,2000,OfficeAdminSupport,41.63,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",359,Dispatchers,34.76,NA,NA,NA
2021,"Dispatcher - Police, Fire and Ambulance",51.4,2000,OfficeAdminSupport,41.63,43-5031,Public Safety Telecommunicators,43-5031.00,"Police, Fire, and Ambulance Dispatchers",359,Dispatchers,34.76,5520,Dispatchers,3.7
2022,Eligibility Interviewer - Government Program,40.45,2000,OfficeAdminSupport,41.63,43-4061,"Eligibility Interviewers, Government Programs",43-4061.00,"Eligibility Interviewers, Government Programs",377,"Eligibility Clerks, Social Welfare",46.1,5250,"Eligibility interviewers, government programs",5
2023,Executive Secretary and/or Administrative Assistant,52.24,2000,OfficeAdminSupport,41.63,43-6011,Executive Secretaries and Executive Administrative Assis…,43-6011.00,Executive Secretaries and Executive Administrative Assis…,313,Secretaries,46.08,5700,Secretaries and administrative assistants,4.7
2024,File Clerk,32.22,2000,OfficeAdminSupport,41.63,43-4071,File Clerks,43-4071.00,File Clerks,335,File Clerks,36.06,5260,File Clerks,3.95
2025,Freight Forwarder,41.87,2000,OfficeAdminSupport,41.63,43-5011,Cargo and Freight Agents,43-5011.01,Freight Forwarders,364,"Traffic, Shipping and Receiving Clerks",32.71,NA,NA,NA
2026,Gaming Clerk,35.93,2000,OfficeAdminSupport,41.63,43-3041,Gambling Cage Workers,43-3041.00,Gaming Cage Workers,276,Cashiers,29.45,5130,Gaming cage workers,3.4
2027,"Hotel, Motel, and Resort Desk Clerk",31.88,2000,OfficeAdminSupport,41.63,43-4081,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,"Hotel, Motel, and Resort Desk Clerks",317,Hotel Clerks,31.93,5300,"Hotel, motel, and resort desk clerks",3.5
2028,Human Resources Assistant,47.04,2000,OfficeAdminSupport,41.63,43-4161,"Human Resources Assistants, Except Payroll and Timekeepi…",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeepi…",328,"Personnel Clerks, Except Payroll and Timekeeping",36.08,5360,"Human resources assistants, except payroll and timekeeping",3.9
2029,Insurance Claims and/or Policy Processing Clerk,42.81,2000,OfficeAdminSupport,41.63,43-9041,Insurance Claims and Policy Processing Clerks,43-9041.00,Insurance Claims and Policy Processing Clerks,375,"Insurance Adjusters, Examiners, and Investigators",47.27,5840,Insurance claims and policy processing clerks,4.13
2029,Insurance Claims and/or Policy Processing Clerk,42.81,2000,OfficeAdminSupport,41.63,43-9041,Insurance Claims and Policy Processing Clerks,43-9041.01,Insurance Claims Clerks,375,"Insurance Adjusters, Examiners, and Investigators",47.27,NA,NA,NA
2029,Insurance Claims and/or Policy Processing Clerk,42.81,2000,OfficeAdminSupport,41.63,43-9041,Insurance Claims and Policy Processing Clerks,43-9041.02,Insurance Policy Processing Clerks,375,"Insurance Adjusters, Examiners, and Investigators",47.27,NA,NA,NA
2030,Interviewer,39.13,2000,OfficeAdminSupport,41.63,NA,NA,NA,NA,316,Interviewers,48.79,NA,NA,NA
2031,Legal Secretary,51.43,2000,OfficeAdminSupport,41.63,43-6012,Legal Secretaries and Administrative Assistants,43-6012.00,Legal Secretaries,234,Legal Assistants,56.53,NA,NA,NA
2032,Library Assistant,41.54,2000,OfficeAdminSupport,41.63,43-4121,"Library Assistants, Clerical",43-4121.00,"Library Assistants, Clerical",329,Library Clerks,29.28,5320,"Library assistants, clerical",3.2
2033,License Clerk,37.54,2000,OfficeAdminSupport,41.63,43-4031,"Court, Municipal, and License Clerks",43-4031.03,License Clerks,376,"Investigators and Adjusters, Except Insurance",40.36,NA,NA,NA
2034,Loan Clerk,45.09,2000,OfficeAdminSupport,41.63,43-4131,Loan Interviewers and Clerks,43-4131.00,Loan Interviewers and Clerks,376,"Investigators and Adjusters, Except Insurance",40.36,5330,Loan interviewers and clerks,4.9
2035,Mail Clerk and Mail Machine Operator (except Postal Service),34.57,2000,OfficeAdminSupport,41.63,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Se…",43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Se…",356,"Mail Clerks, Excluding Postal Service",31.94,5850,"Mail clerks and mail machine operators, except postal service",3.6
2036,Marking Clerk,28.23,2000,OfficeAdminSupport,41.63,53-7065,Stockers and Order Fillers,43-5081.02,Marking Clerks,343,Cost and Rate Clerks,27.9,NA,NA,NA
2037,Medical Secretary,47.44,2000,OfficeAdminSupport,41.63,43-6013,Medical Secretaries and Administrative Assistants,43-6013.00,Medical Secretaries,313,Secretaries,46.08,NA,NA,NA
2038,Meter Reader,29.44,2000,OfficeAdminSupport,41.63,43-5041,"Meter Readers, Utilities",43-5041.00,"Meter Readers, Utilities",366,Meter Readers,34,5530,"Meter readers, utilities",4.4
2039,Municipal Clerk,46.68,2000,OfficeAdminSupport,41.63,43-4031,"Court, Municipal, and License Clerks",43-4031.02,Municipal Clerks,336,Records Clerks,31.49,NA,NA,NA
2040,New Accounts Clerk,41.99,2000,OfficeAdminSupport,41.63,43-4141,New Accounts Clerks,43-4141.00,New Accounts Clerks,316,Interviewers,48.79,5340,New accounts clerks,4.3
2041,"Office Clerk, General",39.34,2000,OfficeAdminSupport,41.63,43-9061,"Office Clerks, General",43-9061.00,"Office Clerks, General",379,General Office Clerks,33.88,5860,"Office clerks, general",3.67
2042,Office Machine Operator (except Computer),36.69,2000,OfficeAdminSupport,41.63,43-9071,"Office Machine Operators, Except Computer",43-9071.00,"Office Machine Operators, Except Computer",347,"Office Machine Operators, n.e.c.",38.51,5900,"Office machine operators, except computer",3.3
2043,Order Clerk,33.87,2000,OfficeAdminSupport,41.63,43-4151,Order Clerks,43-4151.00,Order Clerks,327,Order Clerks,31.03,5350,Order clerks,3.7
2044,Order Filler - Wholesale and/or Retail Sales,33.89,2000,OfficeAdminSupport,41.63,53-7065,Stockers and Order Fillers,43-5081.00,Stock Clerks and Order Fillers,374,"Material Recording, Scheduling and Distributing Clerks, …",23.56,5620,Stock clerks and order fillers,3.07
2045,Other - Information and/or Record Clerk,39.85,2000,OfficeAdminSupport,41.63,43-4199,"Information and Record Clerks, All Other",43-4199.00,"Information and Record Clerks, All Other",323,"Information Clerks, n.e.c.",34.5,5420,"Information and record clerks, all other",4.4
2046,Patient Representative,49.74,2000,OfficeAdminSupport,41.63,43-4051,Customer Service Representatives,43-4051.03,Patient Representatives,313,Secretaries,46.08,NA,NA,NA
2047,Payroll and/or Timekeeping Clerk,41.97,2000,OfficeAdminSupport,41.63,43-3051,Payroll and Timekeeping Clerks,43-3051.00,Payroll and Timekeeping Clerks,338,Payroll and Timekeeping Clerks,41.71,5140,Payroll and timekeeping clerks,4.3
2048,Postal Service Clerk,40.7,2000,OfficeAdminSupport,41.63,43-5051,Postal Service Clerks,43-5051.00,Postal Service Clerks,354,"Postal Clerks, Excluding Mail Carriers",42.2,5540,Postal service clerks,4.6
2049,Postal Service Mail Carrier,41.32,2000,OfficeAdminSupport,41.63,43-5052,Postal Service Mail Carriers,43-5052.00,Postal Service Mail Carriers,355,"Mail Carriers, Postal Service",47.04,5550,Postal service mail carriers,4.7
2050,"Postal Service Mail Sorter, Processor, and/or Processing Machine Operator",38.56,2000,OfficeAdminSupport,41.63,43-5053,"Postal Service Mail Sorters, Processors, and Processing …",43-5053.00,"Postal Service Mail Sorters, Processors, and Processing …",354,"Postal Clerks, Excluding Mail Carriers",42.2,5560,"Postal service mail sorters, processors, and processing machine operators",4
2051,Procurement Clerk,40.13,2000,OfficeAdminSupport,41.63,43-3061,Procurement Clerks,43-3061.00,Procurement Clerks,29,"Buyers, Wholesale and Retail Trade Except Farm Products",50.11,5150,Procurement clerks,3.9
2052,"Production, Planning, and/or Expediting Clerk",46.41,2000,OfficeAdminSupport,41.63,43-5061,"Production, Planning, and Expediting Clerks",43-5061.00,"Production, Planning, and Expediting Clerks",363,Production Coordinators,41.81,5600,"Production, planning, and expediting clerks",4.25
2053,Proofreader and/or Copy Marker,47.11,2000,OfficeAdminSupport,41.63,43-9081,Proofreaders and Copy Markers,43-9081.00,Proofreaders and Copy Markers,384,Proofreaders,43.14,5910,Proofreaders and copy markers,4.5
2054,Receptionist and/or Information Clerk,37.97,2000,OfficeAdminSupport,41.63,43-4171,Receptionists and Information Clerks,43-4171.00,Receptionists and Information Clerks,319,Receptionists,39.02,5400,Receptionists and information clerks,4.1
2055,"Recordkeeping - Weigher, Measurer, Checker, and/or Sampler",41.31,2000,OfficeAdminSupport,41.63,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeepi…",43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeepi…",368,"Weighers, Measurers, and Checkers",27.69,5630,"Weighers, measurers, checkers, and samplers, recordkeeping",3.8
2056,Reservation and Transportation Ticket Agent and/or Travel Clerk,37.27,2000,OfficeAdminSupport,41.63,43-4181,Reservation and Transportation Ticket Agents and Travel …,43-4181.00,Reservation and Transportation Ticket Agents and Travel …,318,Transportation Ticket and Reservation Agents,35.34,5410,Reservation and transportation ticket agents and travel clerks,3.7
2057,Secretary,43.53,2000,OfficeAdminSupport,41.63,43-6014,"Secretaries and Administrative Assistants, Except Legal,…",43-6014.00,"Secretaries and Administrative Assistants, Except Legal,…",313,Secretaries,46.08,NA,NA,NA
2058,"Shipping, Receiving, and Traffic Clerk",34.68,2000,OfficeAdminSupport,41.63,43-5071,"Shipping, Receiving, and Inventory Clerks",43-5071.00,"Shipping, Receiving, and Traffic Clerks",364,"Traffic, Shipping and Receiving Clerks",32.71,5610,"Shipping, receiving, and traffic clerks",3.9
2059,Statement Clerk,40.26,2000,OfficeAdminSupport,41.63,43-3021,Billing and Posting Clerks,43-3021.01,Statement Clerks,323,"Information Clerks, n.e.c.",34.5,NA,NA,NA
2060,Statistical Assistant,53.56,2000,OfficeAdminSupport,41.63,43-9111,Statistical Assistants,43-9111.00,Statistical Assistants,386,Statistical Clerks,37.5,5920,Statistical assistants,4.2
2061,Stock Clerk and/or Order Filler,29.93,2000,OfficeAdminSupport,41.63,53-7065,Stockers and Order Fillers,43-5081.01,"Stock Clerks, Sales Floor",365,Stock and Inventory Clerks,27.43,NA,NA,NA
2061,Stock Clerk and/or Order Filler,29.93,2000,OfficeAdminSupport,41.63,53-7065,Stockers and Order Fillers,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard",365,Stock and Inventory Clerks,27.43,NA,NA,NA
